Go to Documentation,key,,,,,,,,,,,
,edit-tools-pen.undo.insert-handles,Insert Handles,插入手柄,ハンドルの挿入,,,Griffe einfügen,,,,插入控制點,Ipasok ang mga Hawakan
,edit-tools-pen.undo.insert-point,Insert Point,插入节点,ポイントの挿入,,,Punkt einfügen,,,,插入節點,Ipasok ang Punto
,edit-tools-pointer.transform.selection,Transform selection,变形,選択範囲の変形,,,Auswahl transformieren,,,,變形,Pagbabago ng pagpili
,edit-tools-pointer.undo.drag-selection,drag selection,拖拽,選択範囲の移動,,déplacer la sélection,Auswahl bewegen,,,,拖曳,pagpili ng pag-drag
,edit-tools-pointer.undo.drag-selection-and-connect-contours,drag selection and connect contours,拖拽并连接轮廓,選択範囲の移動とカウンターの接続,,déplacer la sélection et connecter les contours,Auswahl bewegen und Konturen verbinden,,,,拖曳並連上輪廓,i-drag ang seleksyon at ikonekta ang mga contour
,edit-tools-pointer.undo.resize-selection,resize selection,改变尺寸,選択範囲の拡大縮小,,,Auswahl skalieren,,,,改變尺寸,baguhin ang laki ng napili
,edit-tools-pointer.undo.rotate-selection,rotate selection,旋转,選択範囲の回転,,,Auswahl drehen,,,,旋轉,paikutin ang pagpili
,edit-tools-pointer.undo.toggle-smooth,Toggle Smooth,切换平滑节点,ポイントをスムーズにする,,,"""smooth"" umschalten",,,,切換平滑節點,I-toggle ang Makinis
,editor.hand-tool,Hand Tool,拖拽工具,手のひらツール,,Outil de déplacement,Hand Werkzeug,,Hand gereedchap,,拖曳工具,Kagamitang Pangkamay
,editor.kerning-tool,Kerning Tool,字偶距调节工具,,,,,,,,字偶距調節工具,Kagamitan sa Kerning
,editor.sidebearing-tool,Sidebearing Tool,字边距调节工具,,,,,,,,字邊距調節工具,Kagamitan sa Pag-sidebearing
,editor.knife-tool,Knife Tool,切割工具,ナイフツール,,Outil couteau,Messer Werkzeug,,Mes gereedschap,,切割工具,Kagamitan sa Kutsilyo
,editor.pen-tool,Pen Tool,钢笔工具,ペンツール,,Outil de dessin,Stift Werkzeug,,Pen gereedschap,,鋼筆工具,Kagamitan sa Panulat
,editor.pen-tool-cubic,Pen Tool (cubic),钢笔工具（三次曲线）,ペンツール（三次ベジェ曲線）,,Outil de dessin (Cubique),Stift Werkzeug (kubisch),,Pen gereedschap (cubisch),,鋼筆工具（三次曲線）,Kagamitang Panulat (kubiko)
,editor.pen-tool-quad,Pen Tool (quadratic),钢笔工具（二次曲线）,ペンツール（二次ベジェ曲線）,,Outil de dessin (Quadratique),Stift Werkzeug (quadratisch),,Pen gereedschap (quadratisch),,鋼筆工具（二次曲線）,Kagamitang Panulat (kuwadrado)
,editor.pointer-tool,Pointer Tool,指针工具,選択ツール,,Outil de sélection,Pointer Werkzeug,,Pointer gereedschap,,游標工具,Kagamitang Pangturo
,editor.pointer-tool-scale,Pointer Tool (Scaling edit tool behavior),指针工具（手柄同步缩放模式）,選択ツール（ナッジ拡大縮小）,,Outil de sélection (transformation à l'échelle),Pointer Werkzeug (skalierendes Editierverhalten),,Pointer gereedschap (schalend edit gedrag),,游標工具（縮放編輯工具行為）,Pointer Tool (Pag-uugali ng tool sa pag-edit ng scaling)
,editor.pointer-tools,Pointer Tools,指针工具,選択ツール,,Outils de sélection,Pointer Werkzeuge,,,,游標工具,Mga Kagamitan sa Pointer
,editor.power-ruler-tool,Power Ruler Tool,测量尺工具,パワー定規ツール,,Outil Power Ruler,Power Ruler Werkzeug,,Power Ruler gereedschap,,測量尺工具,Kagamitan sa Pinuno ng Kuryente
,editor.shape-tool,Shape Tool,图形工具,シェイプツール,,Outil de forme,Form Werkzeug,,Vorm gereedschap,,形狀工具,Kagamitan sa Hugis
,editor.shape-tool-ellipse,Ellipse Tool,椭圆工具,楕円ツール,,Outil ellipse,Ellipsen Werkzeug,,Ellips gereedschap,,橢圓工具,Kagamitang Ellipse
,editor.shape-tool-rectangle,Rectangle Tool,矩形工具,長方形ツール,,Outil rectangle,Rechteck Werkzeug,,Rechthoek gereedschap,,矩形工具,Kagamitang Parihaba
,font-info.copyright,Copyright,版权,著作権,,Copyright,-,,-,,著作權,Karapatang-ari
,font-info.description,Description,描述,説明,,Description,Beschreibung,,Beschrijving,,簡介,Paglalarawan
,font-info.designer,Designer,设计师,デザイナー,,-,-,,Ontwerper,,設計師,Disenyador
,font-info.designer.url,Designer URL,设计师网址,デザイナーURL,,URL du designer,-,,Ontwerper URL,,設計師 URL,URL ng Disenyo
,font-info.familyname,Family name,字体家族名称,ファミリー名,,Nom de famille,Familienname,,Familienaam,,字型家族名稱,Pangalan ng pamilya
,font-info.licensedescription,License description,授权许可,ライセンス説明,,Description de la licence,Lizenz-Beschreibung,,Licensie beschrijving,,授權條款,Paglalarawan ng lisensya
,font-info.licenseinfo.url,License info URL,授权许可网址,ライセンス情報URL,,URL de la licence,Lizenz-Info URL,,Licensie info URL,,授權條款 URL,URL ng impormasyon ng lisensya
,font-info.manufacturer,Manufacturer,生产商,製造者,,Fabriquant,Hersteller,,Fabrikant,,製造商,Tagagawa
,font-info.manufacturer.url,Manufacturer URL,生产商网址,製造者URL,,URL du fabriquant,Hersteller URL,,Fabrikant URL,,製造商 URL,URL ng Tagagawa
,font-info.sampletext,Sample text,示例文本,サンプルテキスト,,Texte d'exemple,Beispiel-Text,,Voorbeeld tekst,,範例文字,Halimbawang teksto
,font-info.title,Font Info,字体信息,フォント情報,,Informations de la fonte,-,,-,,字型資訊,Impormasyon ng Font
,font-info.trademark,Trademark,商标,トレードマーク,,Trademark,-,,-,,商標,Trademark
,font-info.upm,Units Per Em,UPM (Units Per eM),全角ユニット数（UPM）,,UPM (Units Per eM),UPM (Units Per eM),,,,UPM (Units Per eM),Mga Yunit Bawat Em
,font-info.vendorid,Vendor ID,供应商 ID,ベンダーID,,Identifiant du vendeur,Hersteller ID,,-,,廠商 ID,ID ng Nagbebenta
,font-info.version.major,Version Major,主要版本号,メジャーバージョン,,-,Hauptversionsnummer,,Versie major,,主要版本號,Bersyon Pangunahin
,font-info.version.minor,Version Minor,次要版本号,マイナーバージョン,,-,Nebenversionsnummer,,Versie minor,,次要版本號,Bersyon Minor
,font-overview.title,Font overview,字体概览,書体概要,,,,,,,字型概覽,Pangkalahatang-ideya ng font
,guideline.labels.angle,Angle,角度,角度,,-,Neigung,,,,角度,Anggulo
,guideline.labels.locked,Locked,已锁定,ロック,,Vérouillé,Gesperrt,,,,已鎖定,Naka-lock
,guideline.labels.name,Name,名称,ガイド名,,Nom,-,,Naam,,名稱,Pangalan
Currently not used,language.en,English,英语,英語,,Anglais,Englisch,,,,英文,Ingles
Currently not used,language.zh-cn,Simplified Chinese,简体中文,中国語（簡体字）,,Chinois Simplifier,Chinesisch (vereinfacht),,,,簡體中文,Pinasimpleng Tsino
,menubar.edit,Edit,编辑,編集,,Édition,Bearbeiten,,Wijzig,,編輯,I-edit
,menubar.extensions,Extensions,扩展,拡張機能,,Extensions,Erweiterungen,,Extensies,,擴充功能,Mga Extension
,menubar.file,File,文件,ファイル,,Fichier,Datei,,Archief,,檔案,File
,menubar.file.export-as,Export as,导出为…,書き出し…,,Exporter sous,Exportieren als,,Exporteer als,,匯出為…,I-export bilang
,menubar.file.new,New...,新建…,新規ファイル…,,Nouveau…,Neu...,,Nieuw...,,新增…,Bago...
,menubar.file.open,Open...,打开…,開く…,,Ouvrir…,Öffnen...,,Open...,,開啟…,Buksan...
,menubar.font,Font,字体,フォント,,Fonte,-,,-,,字型,Font
,menubar.fontra.application-settings,Application Settings,应用设置,アプリケーション設定,,Paramètres de l'application,Programm-Einstellungen,,Applicatie instellingen,,應用程式設定,Mga Setting ng Aplikasyon
,menubar.glyph,Glyph,字形,グリフ,,Glyphe,-,,-,,字形,Glyph
,menubar.help,Help,帮助,ヘルプ,,Aide,Hilfe,,Help,,說明,Tulong
,menubar.help.changelog,Latest changes,最新变更,Fontraアップデート履歴,,Derniers changements,Letzte Änderungen,,,,最新變更,Mga pinakabagong pagbabago
,menubar.help.documentation,Documentation,说明文档,ドキュメンテーション,,Documentation,Dokumentation,,Documentatie,,說明文件,Dokumentasyon
,menubar.help.homepage,Homepage,Fontra 主页,ホームページ,,Page d'accueil,-,,Thuispagina,,首頁,Homepage
,menubar.view,View,视图,表示,,Affichage,Ansicht,,Weergave,,檢視,Tingnan
,menubar.view.add-glyph-after-selected-glyph,Add glyph after selected glyph,在选中字形之后添加新字形,選択中のグリフの後ろにグリフを追加,,Ajouter un glyphe après le glyphe sélectionné,Glyphen hinzufügen (nach Auswahl) ,,Plaats glyph na de geselecteerde glyph,,在選取的字形後加入新字形,Magdagdag ng glyph pagkatapos ng napiling glyph
,menubar.view.add-glyph-before-selected-glyph,Add glyph before selected glyph,在选中字形之前添加新字形,選択中のグリフの前にグリフを追加,,Ajouter un glyphe avant le glyphe sélectionné,Glyphen hinzufügen (vor Auswahl) ,,Plaats glyph vóór de geselecteerde glyph,,在選取的字形前加入新字形,Magdagdag ng glyph bago ang napiling glyph
,menubar.view.find-glyphs-that-use,Find glyphs that use '%0',寻找使用了 '%0' 的字形,‘%0’を使用しているグリフを検索,,Trouver les glyphes qui utilisent «%0»,Finde Glyphen die '%0' benutzen,,Zoek glyphs die '%0' gebruiken,,搜尋使用「%0」的字形,Maghanap ng mga glyph na gumagamit ng '%0'
,menubar.view.remove-selected-glyph-from-canvas,Remove selected glyph from canvas...,将选中字形从编辑区域中删除…,エディターから選択グリフを削除…,,Retirer le glyphe sélectionné du canvas...,Entferne ausgewählten Glyphen von der Zeichenfläche...,,Verwijder de geselecteerde glyph van het canvas...,,自編輯區域刪除選取的字形…,Alisin ang napiling glyph mula sa canvas
,menubar.view.replace-selected-glyph-on-canvas,Replace selected glyph from canvas...,在编辑区域中替换选中字形…,選択中のグリフを別のグリフに切り替え…,,Remplacer le glyphe sélectionné du canvas...,Ersetze ausgewählten Glyphen auf der Zeichenfläche...,,Vervang de geselecteerde glyph op het canvas...,,於編輯區域取代選取的字形…,Palitan ang napiling glyph sa canvas
,menubar.view.select-glyph-source-layer,Select glyph/source/layer,选择字形/源/图层,グリフ/ソース/レイヤーを選択,,,,,,,選取字形/源/圖層,Pumili ng glyph/pinagmulan/patong
,menubar.view.select-next-glyph,Select next glyph,选择下一个字形,次のグリフを選択,,Sélectionner le prochain glyphe,Nächster Glyph,,,,選取下一個字形,Piliin ang susunod na gliph
,menubar.view.select-next-source,Select next source,选择下一个源,次のソースを選択,,Sélectionner la source suivante ,Nächste Source,,Selecteer de volgende source,,選取下一個源,Piliin ang susunod na mapagkukunan
,menubar.view.select-next-source-layer,Select next source layer,选择下一个源图层,次のソースレイヤーを選択,,,,,,,選取下一個源圖層,Piliin ang susunod na layer ng pinagmulan
,menubar.view.select-previous-glyph,Select previous glyph,选择上一个字形,前のグリフを選択,,Sélectionner le glyphe précédente,Vorheriger Glyph,,,,選取上一個字形,Piliin ang nakaraang gliph
,menubar.view.select-previous-source,Select previous source,选择上一个源,前のソースを選択,,Sélectionner la source précédente,Vorherige Source,,Selecteer de vorige source,,選取上一個源,Pumili ng nakaraang pinagmulan
,menubar.view.select-previous-source-layer,Select previous source layer,选择上一个源图层,前のソースレイヤーを選択,,,,,,,選取上一個源圖層,Piliin ang nakaraang layer ng pinagmulan
,menubar.window,Window,窗口,ウインドウ,,,,,,,視窗,Bintana
,message.cancel-editing,Someone else made an edit just before you.,有人在你之前做了编辑。,他のユーザーがあなたの直前に操作を行いました。,,Quelqu'un d'autre a édité juste avant vous,Jemand anderes hat vor dir etwas geändert.,,,,有人在您之前做出了編輯。,May ibang nag-edit bago ka pa.
,message.edit-has-been-reverted,The edit has been reverted.,编辑已被还原。,このグリフは前の状態に戻されました。,,L'édition a été annulé,Die Änderung wurde rückgängig gemacht.,,,,編輯已被復原。,Ibinalik na ang pag-edit.
,message.glyph-could-not-be-saved,The glyph could not be saved.,该字形无法被保存。,このグリフは保存されません。,,Le glyphe n'a pas pu être enregistré,Glyph konnte nicht gespeichert werden.,,,,無法儲存字形。,Hindi mailigtas ang glyph.
,plugin-manager.add-plugin-dialog.label.path,Plugin path:,插件路径：,プラグインのパス:,,,Plugin Pfad:,,,,擴充功能路徑：,Landas ng plugin:
,plugin-manager.add-plugin-dialog.title,Add plugin,添加插件,プラグインを追加,,,Plugin hinzufügen,,,,新增擴充功能,Magdagdag ng plugin
,plugin-manager.add-plugin-dialog.warning.title,Error,错误,エラー,,Erreur,Fehlermeldung,,,,錯誤,Mali
,plugin-manager.title,Fontra plugins:,Fontra 插件：,Fontraプラグイン:,,Extensions de Fontra :,Fontra Plugins:,,,,Fontra 擴充功能：,Mga plugin ng Fontra:
,plugin-manager.warning.fetching-error,An error occured when fetching the plugin.,获取插件时发生了错误。,プラグインを取得している間にエラーが発生しました。,,Une erreur est arrivée en récupérant l'extension,Ein Fehler trat auf beim laden des Plugins.,,,,取得擴充功能時發生錯誤。,Nagkaroon ng error noong kinukuha ang plugin.
,plugin-manager.warning.not-found,Plugin not found.,无法找到插件。,プラグインが見つかりません。,,L'extension n'a pas été trouvé,Plugin nicht gefunden.,,,,無法找到擴充功能。,Hindi natagpuan ang plugin.
,plugin-manager.warning.plugin-exists,Plugin exists.,插件已存在。,プラグインがすでに存在します。,,L'extension existe.,Plugin existiert bereits.,,,,擴充功能已經存在。,May plugin.
,reference-font.select-next-reference-font,Select previous reference font,选择上一个参考字体,前のリファレンスフォントを選択,,Sélectionner la fonte de référence précédente,Vorheriger Referenz-Font,,,,選取上一個參考字型,Piliin ang dating font ng sanggunian
,reference-font.select-previous-reference-font,Select next reference font,选择下一个参考字体,次のリファレンスフォントを選択,,Sélectionner la fonte de référence suivante,Nächster Referenz-Font,,,,選取下一個參考字型,Piliin ang susunod na font ng sanggunian
,selection.none,(No selection),（未选择）,（選択なし）,,(Pas de sélection),(Keine Auswahl),,(Geen selectie),,（尚未選取）,(Walang pagpipilian)
,shortcuts.dialog.reset-all.content,Are you sure you want to reset all shortcuts to their default settings?,你确定要将所有快捷键重置为默认设置吗？,全てのショートカットをデフォルトの割り当てにリセットしますか？,,Êtes-vous sûr de vouloir réinitialiser les racourcis clavier ?,"Bist du dir sicher, dass du alle Tastaturkurzbefehle zurücksetzen willst zu den Default-Einstellungen?",,,,您確定要將所有快速鍵重設為預設設定嗎？,Sigurado ka bang gusto mong i-reset ang lahat ng shortcut sa mga default na setting nito?
,shortcuts.dialog.reset-all.title,Reset to default,重置为默认,デフォルトにリセット,,,Zurücksetzen zu 'Default',,,,重設成預設值,I-reset sa default
,shortcuts.dialog.warning.title,Shortcuts warning,快捷键提醒,ショートカット警告,,,Tastaturkurzbefehl-Warnung,,,,快速鍵提醒,Babala sa mga shortcut
,shortcuts.export,Export shortcuts,导出快捷键,ショートカットの書き出し,,Exporter les raccourcis clavier,Tastaturkurzbefehle exportieren,,,,匯出快速鍵,Mga shortcut sa pag-export
,shortcuts.import,Import shortcuts,导入快捷键,ショートカットの読み込み,,Importer les raccourcis clavier,Tastaturkurzbefehle importieren,,,,匯入快速鍵,Mga shortcut sa pag-import
,shortcuts.reset-all,Reset all shortcuts,重置所有快捷键,全てのショートカットをリセット,,Réinitialiser les raccourcis clavier,Alle Tastaturkurzbefehle zurücksetzen,,,,重設所有快速鍵,I-reset ang lahat ng shortcut
,shortcuts.tooltip.clear,Clear,清除,クリア,,Vider,Entfernen,,,,清除,I-clear
,shortcuts.tooltip.click-and-record,Click and record a shortcut,点击并记录一个快捷键,クリックしてショートカットを記録,,,Klicke und nehme ein Tastaturkurzbefehl auf,,,,點選並記錄快速鍵,Mag-click at mag-record ng shortcut
,shortcuts.tooltip.reset-to-default,Reset to default,重置为默认,デフォルトにリセット,,,Zurücksetzen zu 'Default',,,,重設成預設值,I-reset sa default
,shortcuts.warning.exists,Shortcut exists for: %0,快捷键已存在：%0,このショートカットはすでに使われています: %0,,Le raccourci clavier existe pour %0,Tastaturkurzbefehl existiert bereits für: %0,,,,快速鍵已存在：%0,May shortcut para sa: %0
,sidebar.characters-glyphs,Input characters and output glyphs,输入字符及输出字形,,,,,,,,輸入字元及輸出字形,Mga karakter na input at mga glyph na output
,sidebar.characters-glyphs.input-characters,Input characters,输入字符,,,,,,,,輸入字元,Mga karakter sa pag-input
,sidebar.characters-glyphs.output-glyphs,Output glyphs,输出字形,,,,,,,,輸出字形,Mga output glyph
,sidebar.characters-glyphs.shaping-debugger,Shaping debugger,,,,,,,,,,
,sidebar.characters-glyphs.shaping-debugger.options-menu-tooltip,Shaping debugger options, ,,,,,,,,,
,sidebar.characters-glyphs.shaping-debugger.show-ineffective-items,Show ineffective items,,,,,,,,,,
,sidebar.designspace-navigation,Designspace Navigation,Designspace 导航,Designspaceナビゲーション,,Navigation du designspace,-,,Designspace navigatie,,Designspace 導覽,Nabigasyon sa Designspace
,sidebar.designspace-navigation.dialog.add-source.label.layer,Layer:,图层：,レイヤー名:,,,-,,,,圖層：,Patong:
,sidebar.designspace-navigation.dialog.add-source.label.source-name,Source name:,源名称：,ソース名:,,Nom de source:,Source Name:,,,,源名稱：,Pangalan ng pinagmulan:
,sidebar.designspace-navigation.dialog.add-source.ok-button-title,Add,添加,追加,,Ajouter,Hinzufügen,,,,新增,Idagdag
,sidebar.designspace-navigation.dialog.add-source.title,Add source,添加源,ソースを追加,,Ajouter une source,Source hinzufügen,,,,新增源,Magdagdag ng pinagmulan
,sidebar.designspace-navigation.dialog.delete-source.title,Delete source,删除源,ソースを削除,,Supprimer une source,Source entfernen,,,,刪除源,Burahin ang pinagmulan
,sidebar.designspace-navigation.dialog.source-properties.ok-button-title,Done,完成,完了,,Finit,Fertig,,,,完成,Tapos na
,sidebar.designspace-navigation.dialog.source-properties.title,Source properties,源属性,ソースのプロパティ,,Propriétés de la source,Source Eigenschaften,,,,源屬性,Mga katangian ng pinagmulan
,sidebar.designspace-navigation.font-axes,Font axes,字体参数轴,フォントの補完軸,,Axes de la fonte,Font-Achsen,,Font assen,,字型參數軸,Mga axe ng font
,sidebar.designspace-navigation.font-axes-view-options-button.tooltip,View options,查看选项,オプションを見る,,Options de vue,Optionen anzeigen,,,,檢視選項,Tingnan ang mga opsyon
,sidebar.designspace-navigation.font-axes-view-options-menu.apply-cross-axis-mapping,Apply cross-axis mapping,应用跨轴映射,交差補完軸マッピングを適用,,,Achsübergreifendes Mapping anwenden,,,,套用跨軸對應,Ilapat ang cross-axis mapping
,sidebar.designspace-navigation.font-axes-view-options-menu.apply-single-axis-mapping,Apply single-axis mapping,应用单轴映射,単一補完軸マッピングを適用,,,Einachsiges Mapping anwenden,,,,套用單軸對應,Ilapat ang pagmamapa ng iisang aksis
,sidebar.designspace-navigation.font-axes-view-options-menu.show-effective-location,Show effective location,显示有效位置,有効な補完軸の値を表示,,,"effektive ""location"" anzeigen",,,,顯示有效位置,Ipakita ang epektibong lokasyon
,sidebar.designspace-navigation.font-axes-view-options-menu.show-hidden-axes,Show hidden axes,显示隐藏参数轴,非表示の補完軸を表示,,Monter les axes cachés,Versteckte Achsen anzeigen,,,,顯示隱藏參數軸,Ipakita ang mga nakatagong axes
,sidebar.designspace-navigation.font-axes.edit,Edit font axes,编辑字体参数轴,フォントの補完軸を編集,,Éditer les axes de la fonte,Font-Achsen bearbeiten ,,Wijzig font assen,,編輯字型參數軸,I-edit ang mga font axes
,sidebar.designspace-navigation.font-axes.reset,Reset font axes,重置字体参数轴,フォントの補完軸をリセット,,Réinitialiser les axes de la fonte,Font-Achsen zurücksetzen,,Reset font assen,,重設字型參數軸,I-reset ang mga font axes
,sidebar.designspace-navigation.glyph-axes,Glyph axes,字形参数轴,グリフの補完軸,,Axes du glyphe,Glyph-Achsen,,Glyph assen,,字形參數軸,Mga palakol ng Glyph
,sidebar.designspace-navigation.glyph-axes.edit,Edit glyph axes,编辑字形参数轴,グリフの補完軸を編集,,Éditer les axes du glyphe,Glyph-Achsen bearbeiten,,Wijzig glyph assen,,編輯字形參數軸,I-edit ang mga axe ng glyph
,sidebar.designspace-navigation.glyph-axes.reset,Reset glyph axes,重置字形参数轴,グリフの補完軸をリセット,,Réinitialiser les axes du glyphe,Glyph-Achsen zurücksetzen,,Reset glyph assen,,重設字形參數軸,I-reset ang mga axe ng glyph
,sidebar.designspace-navigation.glyph-source-layers,Source layers,源图层,ソースレイヤー,,,,,,,源圖層,Mga layer ng pinagmulan
,sidebar.designspace-navigation.glyph-sources,Glyph sources,字形源,グリフソース,,Sources du glyphe,Glyph-Sourcen,,Glyph sources,,字形源,Mga pinagmumulan ng Glyph
,sidebar.designspace-navigation.glyph-sources.name,source name,源名称,ソース名,,nom de la source,Source Name,,sourcenaam,,源名稱,pangalan ng pinagmulan
,sidebar.designspace-navigation.glyph-sources.status,status,标签,ラベル,,statut,Status,,status,,標籤,katayuan
,sidebar.designspace-navigation.glyph-sources-sort-options,Sort options,排序选项,,,,,,,,排序,Mga opsyon sa pag-uuri
,sidebar.designspace-navigation.glyph-sources-sort-options.by-axis-value,Sort by axis value,按参数轴数值排序,,,,,,,,依參數軸數值排序,Ayusin ayon sa halaga ng axis
,sidebar.designspace-navigation.glyph-sources-sort-options.by-source-name,Sort by source name,按源名称排序,,,,,,,,依源名稱排序,Ayusin ayon sa pangalan ng pinagmulan
,sidebar.designspace-navigation.glyph-sources-sort-options.no-sorting,Do not sort,不排序,,,,,,,,不排序,Huwag pagbukud-bukurin
,sidebar.designspace-navigation.source-properties.undo,edit source properties,编辑源属性,ソースのプロパティを編集,,éditer les propriétés des sources,Source Eigenschaften bearbeiten,,,,編輯源屬性,i-edit ang mga katangian ng pinagmulan
,sidebar.designspace-navigation.source.activate,activate %0,启用 %0,%0を有効にする,,activer %0,aktiviere %0,,,,啟用 %0,buhayin ang %0
,sidebar.designspace-navigation.source.deactivate,deactivate %0,禁用 %0,%0を無効にする,,désactiver %0,deaktivere %0,,,,停用 %0,i-deactivate ang %0
Note the leading space!,sidebar.designspace-navigation.undo.and-layer, and layer, 与图层,とレイヤー,, et source, und Layer,,,, 及圖層,at patong
,sidebar.designspace-navigation.undo.delete-source,delete source%0,删除源%0,ソース%0を削除する,,supprimer,entferne Source%0,,,,刪除源%0,burahin ang pinagmulan%0
,sidebar.designspace-navigation.warning.delete-associated-layer,Also delete associated layer %0,并删除关联的图层 %0,同様にレイヤー%0も削除,,,Auch den dazugehörigen Layer %0 entfernen,,,,並刪除關聯的圖層 %0,Burahin din ang kaugnay na layer %0
,sidebar.designspace-navigation.warning.delete-source,Are you sure you want to delete source %0?,你确定要删除源 “%0” 吗？,ソース%0を削除しますか？,,Êtes-vous sûr de vouloir supprimer la source %0,"Bist du sicher, dass du Source %0 entfernen willst?",,,,您確定要刪除源 %0？,Sigurado ka bang gusto mong burahin ang pinagmulan %0?
,sidebar.font-overview.font-source,Font source,字体源,フォントソース,,,,,,,字型源,Pinagmulan ng font
,sidebar.glyph-note,Glyph Note,字形备忘,グリフノート,,Note du glyphe,Glyph-Notiz,,Glyph notitie,,字形附註,Tala ng Glyph
,sidebar.glyph-note.glyph-note-for-glyph,Glyph Note for %0,%0 的字形备忘,%0のグリフノート,,Note du glyphe %0,Glyph-Notiz für %0,,,,%0 的字形附註,Tala ng Glyph para sa %0
,sidebar.glyph-note.no-glyph-selected,(No glyph selected),（无选中字形）,（グリフが選択されていません）,,(aucun glyphe sélectionné),(keine Glyphe ausgewählt),,,,（尚未選取字形）,(Walang napiling glyph)
,sidebar.glyph-note.undo.add,add glyph note,添加字形备忘,グリフノートを追加,,Ajouter des notes au glyphe,Glyph-Notiz hinzufügen,,,,新增字形附註,magdagdag ng glyph note
,sidebar.glyph-note.undo.delete,delete glyph note,删除字形备忘,グリフノートを削除,,Supprimer les notes du glyphe,Glyph-Notiz entfernen,,,,刪除字形附註,burahin ang tala ng glyph
,sidebar.glyph-note.undo.edit,edit glyph note,编辑字形备忘,グリフノートを編集,,Éditer les notes du glyphe,Glyph-Notiz bearbeiten,,,,編輯字形附註,i-edit ang glyph note
Unused?,sidebar.glyph-search,Glyph Search,字形搜索,グリフ検索,,Chercher un glyphe,Glyph-Suche,,Zoek glyphs,,字形搜尋,Paghahanap ng Glyph
,sidebar.glyphs.search,Search glyphs,搜索字形,グリフを検索,,Chercher des glyphes,Glyph-Suche,,Zoek glyphs,,搜尋字形,Maghanap ng mga glyph
,sidebar.reference-font,Reference Font,参考字体,リファレンスフォント,,Fonte de référence,Referenz-Font,,Referentiefont,,參考字型,Font ng Sanggunian
,sidebar.reference-font.custom-character,Custom character,自定义字符,表示するグリフ,,Caractère personnalisé,Benutzerdefiniertes Zeichen,,Custom karakter,,自訂字元,Pasadyang karakter
,sidebar.reference-font.dialog.title, The following item can't be used as a reference font:,下列文件无法用作参考字体：,このファイルはリファレンスフォントとして使用できません:,,,Das folgende Element kann nicht als Referenz-Font verwendet werden:,,,,以下的項目無法用作參考字型：,Hindi maaaring gamitin ang sumusunod na item bilang font na sanggunian:
,sidebar.reference-font.dialog.title.plural, The following items can't be used as a reference font:,下列文件无法用作参考字体：,これらのファイルはリファレンスフォントとして使用できません:,,,Die folgenden Elemente können nicht als Referenz-Font verwendet werden:,,,,以下的項目無法用作參考字型：,Ang mga sumusunod na aytem ay hindi maaaring gamitin bilang font na sanggunian:
,sidebar.reference-font.file-name,file name,文件名称,ファイル名,,,Dateiname,,,,檔案名稱,pangalan ng file
,sidebar.reference-font.info,"Drop one or more .ttf, .otf, .woff or .woff2 files in the field below",将一个或多个.ttf、.otf、.woff或.woff2字体文件拖放到下面的方框内,".ttf, .otf, .woffもしくは.woff2ファイルを下のフィールドにドロップしてください。",,"Déposer ci-dessous un ou plusieurs fichiers .ttf, .otf, .woff ou .woff2","Füge eine oder mehrere .ttf-, .otf-, .woff- oder .woff2-Dateien in das unten stehende Feld ein",,"Drop één of meer .ttf, .otf, .woff of .woff2 bestanden in het veld hieronder",,將一個或多個 .ttf、.otf、.woff 或是 .woff2 檔案拖曳至下方欄位內,"Maglagay ng isa o higit pang .ttf, .otf, .woff o .woff2 na mga file sa field sa ibaba"
,sidebar.reference-font.language,Language,语言,言語,,Langues,Sprache,,Taal,,語言,Wika
,sidebar.reference-font.warning.could-not-store,Could not store some reference fonts,无法储存部分参考字体,いくつかのリファレンスフォントを保持できませんでした。,,,Einige Referenz-Fonts konnten nicht gespeichert werden,,,,無法儲存部分參考字型,Hindi maiimbak ang ilang reference font
,sidebar.related-glyphs,Related Glyphs & Characters,相关字形与字符,関連グリフ,,Glyphes et caractères en lien,Verwandte Glyphen & Zeichen,,Gerelateerde glyphs & karakters,,相關字形及字元,Mga Kaugnay na Glyph at Karakter
,sidebar.related-glyphs.alternate-glyphs,Alternate glyphs,备用字形,グリフのオルタネート,,Glyphes alternatifs,Alternative Glyphen,,,,備用字形,Mga alternatibong glyph
,sidebar.related-glyphs.character-decompose-with-character,Characters that decompose with this character,可释放为该字符的字符,このグリフの要素を含むグリフ,,,"Zeichen, die mit diesem Zeichen zerlegt werden",,,,可釋放為此字元的字元,Mga karakter na nabubulok kasama ng karakter na ito
,sidebar.related-glyphs.character-decomposition,Character decomposition,字符组成,このグリフの構成,,Décomposition de caractère,Zeichen-Zerlegung,,,,字元組成,Paghihiwalay ng karakter
,sidebar.related-glyphs.components-used-by-this-glyph,Components used by this glyph,该字形使用的部件,このグリフで使用されているコンポーネント,,Composants utilisés par ce glyphe,"Komponenten, benutzt von diesem Glyphen",,,,此字形使用的部件,Mga bahaging ginamit ng glyph na ito
,sidebar.related-glyphs.glyphs-using-this-glyph-as-a-component,Glyphs using this glyph as a component,使用该字形作为部件的字形,このグリフをコンポーネントとして使用しているグリフ,,Glyphes utilisant ce glyphe comme composant,"Glyphen, die dieses Zeichen als Komponente nutzen",,,,使用此字形作為部件的字形,Mga glyph na gumagamit ng glyph na ito bilang isang bahagi
